region,gu,legal_code,latitude,longitude
삼청동,종로구,1111014000,37.5849977825639,126.981758302922
서린동,종로구,1111012300,37.5695112747646,126.980399217074
세종로,종로구,1111011900,37.5801928107014,126.976778199977
소격동,종로구,1111014200,37.579624122776,126.980908275257
송월동,종로구,1111017800,37.5700627844637,126.9651946575
송현동,종로구,1111014500,37.5767591093553,126.981846349157
수송동,종로구,1111012400,37.573677511354,126.980610942957
숭인동,종로구,1111017500,37.5745280159936,127.019597569646
신교동,종로구,1111010200,37.5844902776102,126.967923271581
신문로1가,종로구,1111012000,37.5701731498044,126.973901614206
신문로2가,종로구,1111012100,37.5706622933597,126.969722233416
신영동,종로구,1111018600,37.6025046922757,126.961818449159
안국동,종로구,1111014100,37.5773864591261,126.983607690836
연건동,종로구,1111016600,37.5786742164881,126.999669431165
연지동,종로구,1111016000,37.5737475791241,127.000131313214
예지동,종로구,1111015800,37.5696210091491,126.998302077982
옥인동,종로구,1111011100,37.5835230926994,126.963385995622
와룡동,종로구,1111013000,37.5823427368208,126.991214588966
운니동,종로구,1111013200,37.5763742920416,126.98822214942
원남동,종로구,1111015900,37.5755207102281,126.997495933473
원서동,종로구,1111014900,37.5839318329339,126.988266245452
