university,region,gu,region_latitude,region_longitude,university_latitude,university_longitude,distance_km
서강대학교,도화동,마포구,37.5415244863241,126.949878054097,37.5514649610226,126.942979960696,1.26
서강대학교,현석동,마포구,37.5421619566645,126.934289634391,37.5514649610226,126.942979960696,1.29
서강대학교,신공덕동,마포구,37.543714388763,126.95556152591,37.5514649610226,126.942979960696,1.4
서강대학교,대신동,서대문구,37.5640649698094,126.944330406191,37.5514649610226,126.942979960696,1.41
서강대학교,토정동,마포구,37.5388960581724,126.939782456982,37.5514649610226,126.942979960696,1.43
성균관대학교,명륜3가,종로구,37.589565220326,126.993075159072,37.5872284082508,126.993115116294,0.26
성균관대학교,명륜1가,종로구,37.5891076921368,126.997468304522,37.5872284082508,126.993115116294,0.44
성균관대학교,원서동,종로구,37.5839318329339,126.988266245452,37.5872284082508,126.993115116294,0.56
성균관대학교,와룡동,종로구,37.5823427368208,126.991214588966,37.5872284082508,126.993115116294,0.57
성균관대학교,명륜2가,종로구,37.5846964544009,126.999030857136,37.5872284082508,126.993115116294,0.59
성균관대학교,혜화동,종로구,37.5868624440017,127.00060686405,37.5872284082508,126.993115116294,0.66
성균관대학교,계동,종로구,37.5824324365826,126.986903381874,37.5872284082508,126.993115116294,0.76
성균관대학교,명륜4가,종로구,37.5822313405278,127.00007245689,37.5872284082508,126.993115116294,0.83
성균관대학교,성북동1가,성북구,37.5895149125503,127.003614139532,37.5872284082508,126.993115116294,0.96
성균관대학교,성북동,성북구,37.5910466093958,127.003274531869,37.5872284082508,126.993115116294,0.99
성균관대학교,삼청동,종로구,37.5849977825639,126.981758302922,37.5872284082508,126.993115116294,1.03
성균관대학교,가회동,종로구,37.5800968068427,126.984784487479,37.5872284082508,126.993115116294,1.08
성균관대학교,연건동,종로구,37.5786742164881,126.999669431165,37.5872284082508,126.993115116294,1.11
성균관대학교,화동,종로구,37.5806911752014,126.982696745397,37.5872284082508,126.993115116294,1.17
성균관대학교,팔판동,종로구,37.582809998749,126.980676503591,37.5872284082508,126.993115116294,1.2
한양대학교,사근동,성동구,37.5614997515694,127.045327331714,37.5545036393023,127.046611216845,0.79
한양대학교,행당동,성동구,37.558305907888,127.037031736958,37.5545036393023,127.046611216845,0.94
한양대학교,응봉동,성동구,37.553160488276,127.033416807797,37.5545036393023,127.046611216845,1.17
한양대학교,마장동,성동구,37.566379547987,127.045325760782,37.5545036393023,127.046611216845,1.33
한양대학교,용답동,성동구,37.5640758244216,127.055579052769,37.5545036393023,127.046611216845,1.33
한양대학교,성수동1가,성동구,37.5417253860375,127.043351028535,37.5545036393023,127.046611216845,1.45
한양대학교,도선동,성동구,37.5637958263853,127.033530216268,37.5545036393023,127.046611216845,1.55
한양대학교,성수동2가,성동구,37.5409627375214,127.057019282187,37.5545036393023,127.046611216845,1.76
한양대학교,하왕십리동,성동구,37.5619122139369,127.028703243306,37.5545036393023,127.046611216845,1.78
한양대학교,홍익동,성동구,37.5663550219259,127.032213833438,37.5545036393023,127.046611216845,1.83
한양대학교,답십리동,동대문구,37.5690668295006,127.056655839753,37.5545036393023,127.046611216845,1.85
한양대학교,송정동,성동구,37.5545322586259,127.069569072089,37.5545036393023,127.046611216845,2.02
한양대학교,금호동1가,성동구,37.5548857249068,127.02279294328,37.5545036393023,127.046611216845,2.1
한양대학교,금호동4가,성동구,37.5447325755772,127.026161935006,37.5545036393023,127.046611216845,2.1
한양대학교,금호동2가,성동구,37.5529940659194,127.020406751011,37.5545036393023,127.046611216845,2.32
중앙대학교,상도1동,동작구,37.5032426328398,126.94974984805,37.5047267237807,126.953833907628,0.4
중앙대학교,본동,동작구,37.5130293559068,126.954204316851,37.5047267237807,126.953833907628,0.92
중앙대학교,흑석동,동작구,37.5057750153538,126.966590753167,37.5047267237807,126.953833907628,1.13
중앙대학교,노량진동,동작구,37.5107058110368,126.940393261192,37.5047267237807,126.953833907628,1.36
중앙대학교,상도동,동작구,37.4985163075705,126.939014238644,37.5047267237807,126.953833907628,1.48
중앙대학교,동작동,동작구,37.4992139256221,126.973876571542,37.5047267237807,126.953833907628,1.87
중앙대학교,이촌동,용산구,37.5141954312249,126.972097769518,37.5047267237807,126.953833907628,1.92
중앙대학교,대방동,동작구,37.5081642609998,126.926343500008,37.5047267237807,126.953833907628,2.45
중앙대학교,봉천동,관악구,37.4825384917268,126.952165181187,37.5047267237807,126.953833907628,2.47
중앙대학교,한강로3가,용산구,37.5276608637792,126.962182447512,37.5047267237807,126.953833907628,2.65
중앙대학교,사당동,동작구,37.4839326741508,126.973135661399,37.5047267237807,126.953833907628,2.87
중앙대학교,신림동,관악구,37.4894520674165,126.926185482384,37.5047267237807,126.953833907628,2.97
중앙대학교,용산동5가,용산구,37.526143245049,126.974364951898,37.5047267237807,126.953833907628,2.99
중앙대학교,원효로4가,용산구,37.532251690375,126.950590243026,37.5047267237807,126.953833907628,3.07
중앙대학교,용산동6가,용산구,37.5235531064679,126.980329796658,37.5047267237807,126.953833907628,3.14
경희대학교,회기동,동대문구,37.5907885967281,127.05537245757,37.5939491407769,127.054890960564,0.35
경희대학교,휘경동,동대문구,37.5908553624267,127.065730507228,37.5939491407769,127.054890960564,1.02
